code_id, code_header_id, code_name, code_description, code_sort_order, valid_from, valid_to, created_at,updated_at, created_by_user_id, updated_by_user_id
4399,245,SW,Swimming/Snorkeling,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4400,245,TN,Trap net,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4401,245,UN,Method unknown,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4402,245,VO,Visual observation above water,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4403,245,SL,Setline,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4404,245,BE,Boat Electrofishing,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4405,245,RS,Rotary Screw Trap,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4406,245,FW,Fish Weir,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4407,245,BO,Boat,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4408,245,WD,Wading,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4409,245,TR,Throw Net,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4410,245,DR,Drift Net,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4411,245,SR,Spear,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4412,246,A,Adult,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4413,246,F,Fry,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4414,246,J,Juvenile,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4415,246,P,Parr,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4416,246,NS,Not specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4417,246,E,Egg,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4418,246,AV,Aelvin,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4419,247,BROODSTOCK,"",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4420,247,KILLED,"",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4421,247,RELEASED,"",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4422,247,VOUCHER,"",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4423,248,HATCHERY,"",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4424,248,WILD,"",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4425,249,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4426,249,STD,Standard,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4427,249,TE,Telephoto,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4428,249,WD,Wide,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4429,250,FR,Fin rays,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4430,250,TP,Tissue plug,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4431,251,AL,Abney type level,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4432,251,C,Clinometer,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4433,251,GE,Ground Estimate,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4434,251,GIS,Geographic Information System,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4435,251,MAP,Map interpretation,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4436,251,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4437,251,O,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4438,251,S,Surveying Equipment,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4439,252,OFFC,Off Channel,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4440,252,RHAB,Rearing Habitat,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4441,252,SHAB,Spawning Habitat,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4442,252,OHAB,OverWinter Habitat,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4443,252,COVR,Cover,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4444,252,OTHR,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4445,253,AL,Abney style level,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4446,253,GE,Ground Estimates,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4447,253,MS,Metre Stick,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4448,253,NS,Not specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4449,253,O,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4450,253,T,Tape,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4451,253,AE,Aerial Estimate,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4452,253,MAP,Map,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4453,254,AN,Anastomosing,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4454,254,F,Frequent,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4455,254,I,Irregular,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4456,254,N,None,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4457,254,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4458,254,NV,None Visible,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4459,254,O,Occasional,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4460,254,S,Split,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4461,255,C,Clumped,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4462,255,E,Evenly Distributed,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4463,255,NA,Not Applicable,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4464,255,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4465,256,ATV,All Terrain Vehicle,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4466,256,BT,Boat,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4467,256,FT,Foot,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4468,256,FW,Fixed Wing,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4469,256,H,Helicopter,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4470,256,HO,Horseback,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4471,256,NA,Not Applicable,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4472,256,V2,2 Wheel Drive,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4473,256,V4,4 Wheel Drive,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4474,256,TRL,Trail,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4475,257,ABUN,Abundant,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4476,257,MOD,Moderate,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4477,257,NO,None,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4478,257,SP,Sparse,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4479,258,AG,Agriculture,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4480,258,FB,"Logging, to banks",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4481,258,FR,"Logging, with reserves",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4482,258,MI,Mining,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4483,258,NO,None/natural,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4484,258,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4485,258,OT,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4486,258,PR,Park,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4487,258,UD,Urban Development,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4488,259,A,Abundant,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4489,259,F,Few,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4490,259,N,None,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4491,259,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4492,260,AE,Aerial Estimate,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4493,260,AP,Aerial Photo,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4494,260,GE,Ground Estimate,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4495,260,GIS,Geographic Information System,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4496,260,HC,Hip-chain,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4497,260,MAP,Map Interpretation,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4498,260,MS,Meter Stick,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4499,260,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4500,260,O,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4501,260,RF,Range Finder,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4502,260,RFL,Laser Range Finder,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4503,260,RFV,Standard Range Finder,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4504,260,SC,Surveyor's Chain,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4505,260,T,Meter Tape,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4506,261,AE,Aerial estimate,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4507,261,BT,Bathymetry,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4508,261,GE,Ground Estimate,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4509,261,NS,Not specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4510,261,O,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4511,262,TRIM,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4512,262,NTS,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4513,262,FCM,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4514,262,OTHER,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4515,263,H,High impact; active debris torrent/flows within the channel,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4516,263,L,Low or no impact to channel; debris buffered by floodplain,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4517,263,M,Medium impact; some debris from valley sides (bank cutting),,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4518,263,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4519,264,IM,Immature,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4520,264,M,Mature,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4521,264,MT,Maturing,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4522,264,SP,Spawning,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4523,264,ST,Spent,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4524,264,U,Undetermined,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4525,264,SB,Spawnbound,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4526,265,L,Littoral,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4527,265,NA,Not Applicable,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4528,265,P,Pelagic,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4529,265,PL,Both,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4530,266,IN,Individual mesh panel,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4531,266,ST,Standard gill net gangs,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4532,267,BT,Bottom,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4533,267,MD,Mid-water,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4534,267,SU,Surface,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4535,267,VR,Variable,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4536,268,FL,Floating,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4537,268,SK,Sinking,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4538,269,A,Absent,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4539,269,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4540,269,P,Present,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4541,270,D1,Hydrolab,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4542,270,D2,YSI,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4543,270,D3,Winkler,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4544,270,D4,Winkler-Azide,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4545,270,D5,Hach,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4546,270,D6,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4547,270,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4548,271,FD,Field testing,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4549,271,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4550,271,O,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4551,271,P1,"pH meter, low ionic strength electrode",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4552,271,P2,"pH meter, ordinary drinking water electrode",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4553,271,P3,"pH meter, recording (over a time period)",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4554,271,P4,"Colourimetric (e.g. paper, indicator, solution)",,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4555,271,P0,pH meter (general),,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4556,272,L,Lake,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4557,272,S,Stream,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4558,272,W,Wetland,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4559,272,F,Fish,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4560,272,O,Other,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4561,272,C,Crew,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4562,272,P,Parasite,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4563,272,LA,Lake - Aerial,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4564,272,SA,Stream - Aerial,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4565,273,BD,Bed,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4566,273,D,Downstream,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4567,273,E,East (Lakes Only),,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4568,273,N,North (Lakes Only),,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4569,273,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4570,273,S,South (Lakes Only),,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4571,273,U,Upstream,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4572,273,W,West (Lakes Only),,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4573,273,X,Across,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4574,274,1,Excellent,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4575,274,2,Fair,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4576,274,3,Poor,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4577,274,4,Unsatisfactory,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4578,274,5,Ugly,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4579,275,C,Coniferous,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4580,275,D,Deciduous,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4581,275,G,Grass,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4582,275,M,Mixed C/D,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4583,275,N,None,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4584,275,NS,Not Specified,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4585,275,S,Shrubs,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4586,275,W,Wetland,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4587,39,F,Female,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4588,276,F,Female,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4589,39,M,Male,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4590,276,M,Male,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4591,39,U,Undetermined,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4592,276,U,Undetermined,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4593,277,I,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4594,277,II,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4595,277,III,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4596,277,IV,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4597,277,V,?,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4598,278,ATV,All Terrain Vehicle,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4599,278,B,Boat,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4600,278,FT,Foot,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4601,278,FW,Fixed Wing,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4602,278,H,Helicopter,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
4603,278,HO,Horseback,,2020-11-05 16:43:28.496652,,2020-11-05 16:43:28.496652,2020-11-05 16:43:28.496652,1,1
